index,app,category,text,image,procedure,description
716,1,1,点击“这些万圣节绘本，你孩子都读过” 大标的无法完全显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509676616743/1s01354586462Screenshot_20171103-091547.png,点击“这些万圣节绘本，你孩子都读过” ,大标的无法完全显示
1033,1,1,点击广告栏 查看2017湘少杯小学生英语书写大赛 广告详情页面中标题过长显示不全。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509614353641/9.png,点击广告栏 查看2017湘少杯小学生英语书写大赛 ,广告详情页面中标题过长显示不全。
1093,1,1,点击“核心素养视野下的2017年湖南省小学英语课堂教学研讨会视频在湘潭召开” 当标题过长时，标题显示不完整。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509691091676/1844523206.jpg,点击“核心素养视野下的2017年湖南省小学英语课堂教学研讨会视频在湘潭召开” ,当标题过长时，标题显示不完整。
1098,1,1,点击发现 打开2017下半年中小学生资格考试 标题无法完整显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509691515370/webwxgetmsgimg%20%288%29.jpg,点击发现 打开2017下半年中小学生资格考试 ,标题无法完整显示
734,1,1,点击下面有人 刚开始页面显示不正常,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509678220836/007.jpg,点击下面有人 ,刚开始页面显示不正常
1062,1,1,点击广告 选择湘少杯小学生英语配音秀大赛获奖名单  一开始显示放大图片然后正常显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509676740251/%E5%B9%BF%E5%91%8A.jpg,点击广告 选择湘少杯小学生英语配音秀大赛获奖名单  ,一开始显示放大图片然后正常显示
1073,1,1,点击轻松一刻 点击开小差的惩罚 无法正常显示页面，无法与手机适应,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509679812913/webwxgetmsgimg%20%286%29.jpg,点击轻松一刻 点击开小差的惩罚 ,无法正常显示页面，无法与手机适应
1094,1,1,打开E+英语宝 打开广告栏 点击2017湘少杯小学生英语书写大赛 广告详情页面的图片被放大成很大的图片,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509691064799/Screenshot_2017-11-03-14-30-08-18.png,打开E+英语宝 打开广告栏 点击2017湘少杯小学生英语书写大赛 ,广告详情页面的图片被放大成很大的图片
1108,1,3,点击微课堂 图片很大，不能缩小或放大，影响查看,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509693416010/%E6%88%AA%E5%B1%8F_20171103_092006.png,点击微课堂 ,图片很大，不能缩小或放大，影响查看
466,1,2,点击积分明细 页面加载时间过长,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509180454204/Screenshot_2017-10-28-16-45-13-207_com.dinoenglish.yyb%5B1%5D.png,点击积分明细 ,页面加载时间过长
