index,app,category,text,image,procedure,description
1530,16,1,点击活动 页面一直在加载中,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542413693192/1542413693192_%E6%8D%95%E8%8E%B71.PNG,点击活动, 页面一直在加载中
1568,16,1,点击发现 点击活动 页面一直显示加载中,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542417739258/1542417739258_%E6%8D%95%E8%8E%B711.PNG,点击发现 点击活动 ,页面一直显示加载中
1532,16,1,点击场所 页面显示加失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542413913773/1542413913773_%E6%8D%95%E8%8E%B72.PNG,点击场所, 页面显示加失败
1533,16,1,点击单曲 页面一直显示加载失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542414121858/1542414121858_%E6%8D%95%E8%8E%B73.PNG,点击单曲 ,页面一直显示加载失败
1537,16,1,点击视频列表 界面显示加载失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542414495244/1542414495244_%E6%8D%95%E8%8E%B75.PNG,点击视频列表 ,界面显示加载失败
1539,16,2,点击举报 点击广告骚扰 点击提交 按钮是灰色，影响用户体验，应为黑色,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542414567092/1542414567092_Screenshot_2018-11-17-08-28-26.png,点击举报 点击广告骚扰, 点击提交 按钮是灰色，影响用户体验，应为黑色
1543,16,2,1.对第一个评论点击下拉按钮 2.点击举报 3.选择违法信息 4.选择其他 （其他中什么都不填） 5.点击提交  6.是否成功提交的按钮颜色应不同,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542415155300/1542415155300_Screenshot_2018-11-17-08-31-14.png,1.对第一个评论点击下拉按钮 2.点击举报 3.选择违法信息 4.选择其他 （其他中什么都不填） 5.点击提交,  6.是否成功提交的按钮颜色应不同
1569,16,2,进入个性签名页面 再输入框输入“相濡以沫不如相忘于江湖”  点击保存  在输入框输入文字后保存按钮应该为黑色，不应该为灰色,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542417898921/1542417898921_8.jpg,进入个性签名页面 再输入框输入“相濡以沫不如相忘于江湖”  点击保存  ,在输入框输入文字后保存按钮应该为黑色，不应该为灰色
1578,16,2,进入举报页面 选择广告骚扰 点击提交 按钮显示为灰色。选择后应该显示为黑色。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542419515314/1542419515314_11.jpg,进入举报页面 选择广告骚扰 点击提交 ,按钮显示为灰色。选择后应该显示为黑色。
1577,16,1,进入关于 点击落网简介  长时间无法链接 也无法显示 没有提醒,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542418978250/1542418978250_1A9979846040EA1714EEE0FC73AAB93E.jpg,进入关于 点击落网简介,  长时间无法链接 也无法显示 没有提醒
1555,16,8,完成对某首歌曲的缓存 再点击全部缓存 已缓存歌曲还会显示加入缓存列表,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542416448258/1542416448258_Screenshot_2018-11-17-08-59-02.png,完成对某首歌曲的缓存 再点击全部缓存, 已缓存歌曲还会显示加入缓存列表
1565,16,1,点击热门 页面显示加载失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542417376727/1542417376727_%E6%8D%95%E8%8E%B710.PNG,点击热门, 页面显示加载失败
1538,16,1,1.点击发现页 2.点击分类 3.点击蒙古 4.没有提示相关信息,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542414587571/1542414587571_Screenshot_2018-11-17-08-29-06.png,1.点击发现页 2.点击分类 3.点击蒙古, 4.没有提示相关信息
1556,16,1,1.点击发现页 2.点击期刊分类右边的全部 3.点击蒙古 4.显示还没存在相关内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542416489277/1542416489277_Screenshot_2018-11-17-08-29-06.png,1.点击发现页 2.点击期刊分类右边的全部 3.点击蒙古 ,4.显示还没存在相关内容
1551,16,3,1.听完一首歌 2.再次进入我的 3.查看累计播放  4.累计播放没有加一,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542415818512/1542415818512_Screenshot_2018-11-17-08-46-26.png,1.听完一首歌 2.再次进入我的 3.查看累计播放 , 4.累计播放没有加一
1557,16,3,1.听完一首歌 2.再次进入我的 3.点击最近播放 4.最近播放显示空白,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542416575344/1542416575344_Screenshot_2018-11-17-09-00-55.png,1.听完一首歌 2.再次进入我的 3.点击最近播放 ,4.最近播放显示空白
1567,16,3,进入“我的”  点击累计播放 “累计播放”数量比实际播放数量少1或更多,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542417701784/1542417701784_TIM%E5%9B%BE%E7%89%8720181117092131.jpg,进入“我的”  点击累计播放, “累计播放”数量比实际播放数量少1或更多
1580,16,3,在音乐播放中播放多首音乐 点击最近播放 页面中没有最近播放的音乐,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542420063595/1542420063595_13.jpg,在音乐播放中播放多首音乐 点击最近播放, 页面中没有最近播放的音乐
