index,app,category,text,image,procedure,description
1593,6,2,在搜索界面输入“123” 点击漫画 界面不提示搜索不到，直接显示默认内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556348430731/1556348430731_Screenshot_2019-04-27-14-58-05.png,在搜索界面输入“123” 点击漫画 ,界面不提示搜索不到，直接显示默认内容
1621,6,2,在搜索栏内输入一长串字符 点击漫画 点击搜索 发现搜索功能对输入的字符串没有长度限制，并且会搜索到无关内容（对搜索内容格式没有要求）。 ,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556355679757/1556355679757_%E6%90%9C%E7%B4%A25.PNG,在搜索栏内输入一长串字符 点击漫画 点击搜索 。 ,发现搜索功能对输入的字符串没有长度限制，并且会搜索到无关内容（对搜索内容格式没有要求）
1622,6,2,在搜索栏内输入小说名称 点击漫画 不应该搜索出于输入无关的内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556356070560/1556356070560_1195428929.jpg,在搜索栏内输入小说名称 点击漫画 ,不应该搜索出于输入无关的内容
1589,6,1,点击书城 点击小说 点击人气榜单 点击男生热销榜 没有数据显示。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556347124077/1556347124077_%E4%BA%BA%E6%B0%94%E6%8E%92%E8%A1%8C.jpg,点击书城 点击小说 点击人气榜单 点击男生热销榜 ,没有数据显示。
1597,6,1,点击小说榜单 选择男生热销榜 没有排行的小说，榜单无法显示数据,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556349008320/1556349008320_Screenshot_2019-04-27-15-09-47.png,点击小说榜单 选择男生热销榜 ,没有排行的小说，榜单无法显示数据
1604,6,1,点击小说榜单 点击男生热销榜 只有各种人气排行的分类，而没有具体的书籍显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556350792693/1556350792693_%E6%88%AA%E5%B1%8F_20190427_153445.jpg,点击小说榜单 点击男生热销榜 ,只有各种人气排行的分类，而没有具体的书籍显示
1609,6,1,点击小说榜单 点击女生热销榜 不管是什么榜单最终都是一片空白,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556351923185/1556351923185_%E4%BA%BA%E6%B0%94%E6%8E%92%E8%A1%8C.png,点击小说榜单 点击女生热销榜 ,不管是什么榜单最终都是一片空白
1612,6,1,点击小说榜单 点击男生热销榜 界面内只显示导航栏，但没有内容。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556352470358/1556352470358_%E6%A6%9C%E5%8D%95.PNG,点击小说榜单 点击男生热销榜 ,界面内只显示导航栏，但没有内容。
1613,6,1,点击小说榜单 点击男生热销榜 只加载了相应的框架，而没有具体的内容。经过多次试验，很大不会显示内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556352735152/1556352735152_20190427161011.png,点击小说榜单 点击男生热销榜 ,只加载了相应的框架，而没有具体的内容。经过多次试验，很大不会显示内容
1615,6,1,点击小说榜单 点击男生热销榜 没有内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556353072805/1556353072805_5F1E4B27815B84BBA134170936A007DC.jpg,点击小说榜单 点击男生热销榜 ,没有内容
1616,6,1,点击小说榜单 点击新书榜 打开小说人气排行后，小说榜单无数据显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556353716634/1556353716634_57FF8D36CE9CEABB1C0BE03271537A30.jpg,点击小说榜单 点击新书榜 打开小说人气排行后，,小说榜单无数据显示
1617,6,1,点击小说榜单 点击男生热销榜 大概率没有数据显示。极小几率显示正常,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556354097268/1556354097268_3.jpg,点击小说榜单 点击男生热销榜 ,大概率没有数据显示。极小几率显示正常
1623,6,1,进入小说人气排行 进入小说榜单页面 点击新书榜 出现的榜单内容都为空。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556356378688/1556356378688_bug_7.jpg,进入小说人气排行 进入小说榜单页面 点击新书榜 ,出现的榜单内容都为空。
1592,6,2,输入搜索内容，如：斗罗大陆 点击搜索按钮 点击小说 无搜索结果显示时，没有提示框显示。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556347748459/1556347748459_%E6%90%9C%E7%B4%A2.jpg,输入搜索内容，如：斗罗大陆 点击搜索按钮 点击小说 ,无搜索结果显示时，没有提示框显示。
1624,6,2,进入搜索框 输入名称 选择小说 点击搜索 无任何提示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556356741443/1556356741443_Screenshot_2019-04-27-17-15-23-58.png,进入搜索框 输入名称 选择小说 点击搜索 ,无任何提示
1591,6,4,选择某一个话题关注 点击关注 必须重新刷新一次，所关注的东西才可以展现出来,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556347521621/1556347521621_%E5%85%B3%E6%B3%A82.png,选择某一个话题关注 点击关注 ,必须重新刷新一次，所关注的东西才可以展现出来
1610,6,4,点击圈子 点击关注 关注了两个话题但去“关注”界面查看没显示，刷新后才能看见,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1556351949570/1556351949570_Screenshot_2019-04-27-15-38-24.png,点击圈子 点击关注 关注了两个话题但去“关注”界面查看,没显示，刷新后才能看见
