index,app,category,text,image,procedure,description
1195,14,4,进入评论界面  点击“12条短评” 不能直接显示，需要点击展开才会出现他人的短评，影响用户体验。 且点击右上角评论图标没有反应。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527047242487/1527047242487_photo2.jpg,进入评论界面  点击“12条短评” ,不能直接显示，需要点击展开才会出现他人的短评，影响用户体验。 且点击右上角评论图标没有反应。
1144,14,8,点击”中老年人都被互联网抛弃了？没准他们才是下一波增长红利“ 应用将会崩溃,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527039418541/1527039418541_3.png,点击”中老年人都被互联网抛弃了？没准他们才是下一波增长红利“ ,应用将会崩溃
416,14,3,点击消息按钮 点击没有反应。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1535525397497/1535525397497_Screenshot_20180829-144910.jpg,点击消息按钮, 点击没有反应。
1176,14,3,在主界面点击消息 app无任何反应，没有显示消息列表,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527041738626/1527041738626_%E5%9B%BE%E7%89%873.png,在主界面点击消息 ,app无任何反应，没有显示消息列表
1214,14,4,进入文章评论页面 点击12条短评 区域展开后无法收起,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527048659987/1527048659987_Screenshot_2018-05-23-12-10-32.png,进入文章评论页面 点击12条短评, 区域展开后无法收起
1151,14,3,点击开始游戏 点击电影日报 点击大公司日报等子日报 点击设计日报 发现缺陷：轮播图不显示。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527039870135/1527039870135_Screenshot_20180523-094348.jpg,点击开始游戏 点击电影日报 点击大公司日报等子日报 点击设计日报 ,发现缺陷：轮播图不显示。
1157,14,3,点击大公司日报 界面最上方的图片无法加载。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527040125979/1527040125979_0174634B-0B23-4CF4-955B-04B59A9810B0.png,点击大公司日报, 界面最上方的图片无法加载。
1162,14,3,进入互联网安全页面 最顶上位置只有文字没有图片，其他栏目都正常。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527040366902/1527040366902_53D70204C15CBDC2605EBF89297FCDC7.jpg,进入互联网安全页面, 最顶上位置只有文字没有图片，其他栏目都正常。
1165,14,3,点击音乐日报 菜单内部顶部图片为空。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527040553095/1527040553095_WX20180523-095501%402x.png,点击音乐日报, 菜单内部顶部图片为空。
1167,14,3,进入无图模式 点击互联网安全 图片仍会加载，不显示全黑,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527040756783/1527040756783_Screenshot_20180523-095453.jpg,进入无图模式 点击互联网安全, 图片仍会加载，不显示全黑
1207,14,3,点击动漫日报 界面上的图片为空，一片漆黑,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527047866446/1527047866446_0B6%EF%BF%BDZJ%282A~%60JMECIHXFCI.png,点击动漫日报 ,界面上的图片为空，一片漆黑
1212,14,3,点击财经日报 栏目头图无法显示。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527048148411/1527048148411_6.jpg,点击财经日报 ,栏目头图无法显示。
1245,14,3,点击开始游戏 文章图片未能显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527049763271/1527049763271_%E4%BD%93%E9%AA%8C1.jpg,点击开始游戏, 文章图片未能显示
1141,14,5,用户点击右上角闹铃旁的拓展符 点击“设置选项”  点击“大字号” 进行勾选或取消勾选，app的字体大小不会改变,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527039151250/1527039151250_Screenshot_1527039146.png,用户点击右上角闹铃旁的拓展符 点击“设置选项”  点击“大字号” 进行勾选或取消勾选，,app的字体大小不会改变
1145,14,5,点选大字号 字体并没有任何改变,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527039531120/1527039531120_BS_PIC_2018-05-23-09-38-41.png,点选大字号 ,字体并没有任何改变
1173,14,5,选中大字号 没有任何字号变大 ,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1527041438160/1527041438160_%E5%9B%BE%E7%89%87%201.png,选中大字号 ,没有任何字号变大 
412,14,1,进入登录页面 不能进行数据输入，不能登录,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1535524938311/1535524938311_Screenshot_20180829-143700.jpg,进入登录页面 ,不能进行数据输入，不能登录
418,14,1,进入首页 页面布局不适配本测试手机分辨率,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1535525506053/1535525506053_%E6%88%AA%E5%9B%BE01.png,进入首页 ,页面布局不适配本测试手机分辨率
420,14,1,进入登录页面 点击“新浪微博” 无法正常跳转。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1535525719213/1535525719213_Screenshot_2018-08-29-14-51-12.jpg,进入登录页面 点击“新浪微博” ,无法正常跳转。
