index,app,category,text,image,procedure,description
560,18,1,点击截屏相册 页面一直加载。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509590391552/Screenshot_20171102-102216.png,点击截屏相册 ,页面一直加载。
563,18,1,点击视频监控 1.这么大一个加载图标很不美观！ 2.就算不美观，至少放在中间吧！,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509590755538/1258552277.jpg,点击视频监控 ,1.这么大一个加载图标很不美观！ 2.就算不美观，至少放在中间吧！
820,18,1,点击视频监控 会出现左上方大型的缓存的等待圆圈，影响视觉体现。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509590208571/webwxgetmsgimg%20%282%29.jpg,点击视频监控 ,会出现左上方大型的缓存的等待圆圈，影响视觉体现。
823,18,1,点击视频监控 无法短时间进入页面，处于刷新状态，严重妨碍用户体验,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509590611636/%E5%BB%B6%E8%BF%9F.png,点击视频监控 ,无法短时间进入页面，处于刷新状态，严重妨碍用户体验
830,18,1,进入视频监控 载入界面载入图标过大，不美观,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509590912257/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20171102104558.png,进入视频监控 ,载入界面载入图标过大，不美观
833,18,1,点击视频监控 加载图标显示位置看起来不是很舒心。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509590939866/738343755396707358.jpg,点击视频监控 ,加载图标显示位置看起来不是很舒心。
848,18,1,点击视频监控 进入视频监控有时间延迟,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509592365026/%E8%A7%86%E9%A2%911.jpg,点击视频监控 ,进入视频监控有时间延迟
853,18,1,点击视频监控 页面不完整,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509592822786/2130931051.jpg,点击视频监控, 页面不完整
878,18,1,点击视频监控 点击截屏相册 页面加载时，加载的动画图片位于左上角，不美观，影响用户体验。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509611657207/webwxgetmsgimg%20%283%29.jpg,点击视频监控 点击截屏相册 ,页面加载时，加载的动画图片位于左上角，不美观，影响用户体验。
888,18,1,点击视频监控  加载视频列表很慢,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509613225258/15858235.jpg,点击视频监控  ,加载视频列表很慢
896,18,1,进入视频监控 刷新界面不美观,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509622583295/%5B9FN%5B8M9YAKEK%7DA%60%7B2L61HM.jpg,进入视频监控 ,刷新界面不美观
959,18,1,点击视频监控 loading不在屏幕中央显示，而是在左上角。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509685857587/59097836.jpg,点击视频监控, loading不在屏幕中央显示，而是在左上角。
829,18,8,点击我发起的 页面加载时间长,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1509590904659/%E6%88%AA%E5%B1%8F_20171102_103714.jpg,点击我发起的, 页面加载时间长
