index,app,category,text,image,procedure,description
994,3,1,点击艺术家 在歌手或者专辑图片没有的情况下没有显示默认图标而是直接空白影响用户体验,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1533972817841/1533972817841_Screenshot_20180811-153201.png,点击艺术家 ,在歌手或者专辑图片没有的情况下没有显示默认图标而是直接空白影响用户体验
1008,3,1,点击艺术家 有些专辑图标显示空白，没有显示默认图标； 列表和网格模式切换，同一张专辑，图标显示不一（空白和默认图标）,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1533976270037/1533976270037_%E8%89%BA%E6%9C%AF%E5%AE%B6%E6%A0%8F%E7%9B%AE%E4%B8%8B%E4%B8%93%E8%BE%91%E5%9B%BE%E6%A0%87%E7%A9%BA%E7%99%BD%E6%98%BE%E7%A4%BA1.png,点击艺术家 ,有些专辑图标显示空白，没有显示默认图标； 列表和网格模式切换，同一张专辑，图标显示不一（空白和默认图标）
992,3,1,点击歌曲 歌曲列表中无法显示已有歌曲，或者有的歌曲可以显示有的不行,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1533972491293/1533972491293_Screenshot_20180811-151341.png,点击歌曲 ,歌曲列表中无法显示已有歌曲，或者有的歌曲可以显示有的不行
995,3,1,进入库页面 点击歌曲 显示No media found，但测试手机里面有已经下载好的歌曲了，而专辑栏却可以显示到歌曲，所以，歌曲栏目下有bug,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1533972949030/1533972949030_Screenshot_20180811-153418.png,进入库页面 点击歌曲 ,显示No media found，但测试手机里面有已经下载好的歌曲了，而专辑栏却可以显示到歌曲，所以，歌曲栏目下有bug
1010,3,1,点击“歌曲” 歌曲栏目下显示“No media found”。只有点击选择排序后，本地的歌曲才会显示在歌曲栏目下,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1533976790776/1533976790776_%E6%AF%8F%E6%AC%A1%E7%82%B9%E5%87%BB%E2%80%9C%E5%BA%93%E2%80%9D%E6%88%96%E8%80%85%E9%87%8D%E6%96%B0%E6%89%93app%E5%90%8E%E6%AD%8C%E6%9B%B2%E6%A0%8F%E7%9B%AE%E4%B8%8B%E6%98%BE%E7%A4%BA%E2%80%9CNo%20media%20found%E2%80%9D.png,点击“歌曲” ,歌曲栏目下显示“No media found”。只有点击选择排序后，本地的歌曲才会显示在歌曲栏目下
1018,3,3,点击歌曲 歌词显示不出来,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1533979345621/1533979345621_%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20180811172034.jpg,点击歌曲 ,歌词显示不出来
1022,3,1,点击歌曲 专辑与艺术家模块均有显示，只有歌曲页面为空白,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1536223105263/1536223105263_QQ%E5%9B%BE%E7%89%8720180906163621.png,点击歌曲 ,专辑与艺术家模块均有显示，只有歌曲页面为空白
1024,3,1,点击歌曲 点开之后并没有出现内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1536732029473/1536732029473_0H%7DJW1C%7D6SC6%40POXI9B%5BK2Q.png,点击歌曲 ,点开之后并没有出现内容
1028,3,1,第一次进入Timber 进入“歌曲” 明明已经下载了歌曲而且已经在播了，“库”中的“歌曲”栏却说找不到，需要进行一次排序才能显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1563095854994/1563095854994_%E5%BE%AE%E4%BF%A1%E6%88%AA%E5%9B%BE_20190714171305.png,第一次进入Timber 进入“歌曲” ,明明已经下载了歌曲而且已经在播了，“库”中的“歌曲”栏却说找不到，需要进行一次排序才能显示
1003,3,2,点击艺术家  四种排序方式均无效,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1533975285973/1533975285973_448057260283682172.jpg,点击艺术家  ,四种排序方式均无效
