index,app,category,text,image,procedure,description
12,7,4,1.修改个人简介 2.修改背景图或个人简介 3.点击保存 提示“有未知错误”，且修改保存失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565423822602/1565423822602_15.jpg,1.修改个人简介 2.修改背景图或个人简介 3.点击保存 ,提示“有未知错误”，且修改保存失败
13,7,4,1.编辑个人简介 2.输入60个字的个人简介 3.点击保存 不应该提示保存失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565424401065/1565424401065_16.jpg,1.编辑个人简介 2.输入60个字的个人简介 3.点击保存 ,不应该提示保存失败
14,7,4,1.编辑个人简介 2.输入59个字的个人简介 3.点击保存 不应该保存失败且提示保存失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565424608494/1565424608494_17.jpg,1.编辑个人简介 2.输入59个字的个人简介 3.点击保存 ,不应该保存失败且提示保存失败
7,7,1,"1.登录成功后进入首页 2.点击左上角的个人界面 3.点击发布趣图 4.点击""贴一张GIF图片"" 5.进入GIF图片选择页面 6.点击右上角""..."" 7.点击""从相测中选择"" 8.错别字，相测 应为 相册",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565405992320/1565405992320_%E7%9B%B8%E5%86%8C%E9%94%99%E5%88%AB%E5%AD%97.png,"1.登录成功后进入首页 2.点击左上角的个人界面 3.点击发布趣图 4.点击""贴一张GIF图片"" 5.进入GIF图片选择页面 6.点击右上角""..."" 7.点击""从相测中选择"" ",8.错别字，相测 应为 相册
18,7,1,1、点击菜单 2、选择草稿箱 3、点击右下角的编辑按钮，进入发布趣图的界面 4、点击“贴上一张GIF图片” 5、点击从相测中选择 “从相测中选择”有错别字，影响用户体验。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565402088854/1565402088854_4.png,1、点击菜单 2、选择草稿箱 3、点击右下角的编辑按钮，进入发布趣图的界面 4、点击“贴上一张GIF图片” 5、点击从相测中选择 ,“从相测中选择”有错别字，影响用户体验。
32,7,1,点击“从相测中选择” 有错别字，应为“从相册中选择”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565405597649/1565405597649_Screenshot_20190810_105049.jpg,点击“从相测中选择” ,有错别字，应为“从相册中选择”
39,7,1,点击“从相测中选择” 实际应为“从相册中选择” 错误提示“您的相册已满，建议及时清理”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565409954439/1565409954439_DB45C824D0DB036903158FCCEF6A75A0.jpg,点击“从相测中选择” ,实际应为“从相册中选择” 错误提示“您的相册已满，建议及时清理”
65,7,1,1.登录进入到趣享APP主界面 2.点击个人信息界面显示菜单 3.点击发布趣图 4.点击贴上图片 5.点击从相测中选择 错别字，应为从相册中选择,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565445749343/1565445749343_20ec2644a30d371d99f623e5d3b6619.png,1.登录进入到趣享APP主界面 2.点击个人信息界面显示菜单 3.点击发布趣图 4.点击贴上图片 5.点击从相测中选择 ,错别字，应为从相册中选择
93,7,1,1.正常登录账号 2.进入主界面，选择个人界面进入 3.点击发布趣图 4.点击“贴上一张GIF图片” 5.点击“从相测中选择” 出现错别字,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1568949307367/1568949307367_1568949292%281%29.png,1.正常登录账号 2.进入主界面，选择个人界面进入 3.点击发布趣图 4.点击“贴上一张GIF图片” 5.点击“从相测中选择” ,出现错别字
98,7,1,点击“从相测中选择” 界面应显示“从相册中选择”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1568708691235/1568708691235_%E9%94%99%E5%88%AB%E5%AD%97.png,点击“从相测中选择” ,界面应显示“从相册中选择”
103,7,1,点击从相测中选择 错将相册写成了“相测”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1568862680169/1568862680169_QQ%E5%9B%BE%E7%89%8720190919111106.jpg,点击从相测中选择 ,错将相册写成了“相测”
114,7,1,"1.打开趣享App 2.注册登录 3.在主页面点击发布图标 4.点击右上角图标 5.点击“”从相测中选择“ 6.本应为“从相册中选择”但变成""从相测中选择""",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1569657421862/1569657421862_Screenshot_2019-09-28-15-53-03.png,1.打开趣享App 2.注册登录 3.在主页面点击发布图标 4.点击右上角图标 5.点击“”从相测中选择“ 6.,"本应为“从相册中选择”但变成""从相测中选择"""
124,7,1,1、正常登录APP 2、点击左上角菜单进入发布趣图 3、点击中央“贴上一张GIF图片” 4、进入GIF相册 5、点击从相测中选择 5、从“相测中选择”的“测”字出现错别字,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1570955266297/1570955266297_BUG2.PNG,1、正常登录APP 2、点击左上角菜单进入发布趣图 3、点击中央“贴上一张GIF图片” 4、进入GIF相册 5、点击从相测中选择 ,5、从“相测中选择”的“测”字出现错别字
129,7,1,1、打开个人界面页面； 2、点击打开“发布趣图”功能模块； 2、点击“贴上一张GIF图片”功能框，进入GIF相册页面； 3、点击右上角“更多”按钮； 4、点击从相测中选择 “从相册中选择”的相册的册写错成了测,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1571720857527/1571720857527_%E6%90%9C%E7%8B%97%E6%88%AA%E5%9B%BE20191022130530.png,1、打开个人界面页面； 2、点击打开“发布趣图”功能模块； 2、点击“贴上一张GIF图片”功能框，进入GIF相册页面； 3、点击右上角“更多”按钮； 4、点击从相测中选择 ,“从相册中选择”的相册的册写错成了测
133,7,1,点击从相测中选择 有错别字，相册写成了“相测”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1571661017003/1571661017003_1.png,点击从相测中选择,有错别字，相册写成了“相测”
19,7,2,1、点击菜单 2、选择设置 3、查看各项设置 4、点击“用户斜逸” 应该为“用户协议”，影响用户体验。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565403225943/1565403225943_6.png,1、点击菜单 2、选择设置 3、查看各项设置 4、点击“用户斜逸”,应该为“用户协议”，影响用户体验。
40,7,2,点击设置 点击用户斜逸 错误将用户协议写成了用户斜逸,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565410351068/1565410351068_DB45C824D0DB036903158FCCEF6A75A0.jpg,点击设置 点击用户斜逸 ,错误将用户协议写成了用户斜逸
