index,app,category,text,image,procedure,description
1247,2,7,点击右上方的加号 点击定时备份 页面会连跳两页，跳到保存文件页面。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1541906553014/1541906553014_%E5%AE%9A%E6%97%B6%E4%BB%BB%E5%8A%A1.png,点击右上方的加号 点击定时备份 ,页面会连跳两页，跳到保存文件页面。
1252,2,2,点击管理账簿 选择某一账簿 点击删除 只有一个账簿时不能点击“删除”按钮,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542076892081/1542076892081_Screenshot_2018-11-13-10-32-51.png,点击管理账簿 选择某一账簿 点击删除 ,只有一个账簿时不能点击“删除”按钮
1253,2,2,点击管理账簿 选择新建的账簿 点击删除 无法删除,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542079239929/1542079239929_%E6%96%B0%E5%BB%BA.PNG,点击管理账簿 选择新建的账簿 点击删除 ,无法删除
1254,2,8,点击帮助 下一个页面不能正常显示，一直在加载,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542083453480/1542083453480_3.png,点击帮助 ,下一个页面不能正常显示，一直在加载
1301,2,8,点击帮助 页面加载不出任何信息。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542202003326/1542202003326_8.png,点击帮助 ,页面加载不出任何信息。
1302,2,8,打开帮助 只会出现一个 正在加载 的页面，无其他选项，不能进行寻求帮助和进行反馈。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542202112487/1542202112487_4.PNG,打开帮助 ,只会出现一个 正在加载 的页面，无其他选项，不能进行寻求帮助和进行反馈。
1258,2,2,点击管理账簿 选择账簿3 点击删除 当前所在的账簿无法删除,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542088117594/1542088117594_Screenshot_2018-11-13-13-48-28.png,点击管理账簿 选择账簿3 点击删除 ,当前所在的账簿无法删除
1309,2,2,点击管理账簿 选择任意账簿 点击删除 当具有多个账目时，当前所在账目无法点击删除按钮 ,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542243587813/1542243587813_QQ%E6%88%AA%E5%9B%BE20181115085940.png,点击管理账簿 选择任意账簿 点击删除 ,当具有多个账目时，当前所在账目无法点击删除按钮 
1403,2,2,点击管理账簿 在当前的账簿点击更多的下拉框 点击删除 但是无法进行删除操作,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1536675714881/1536675714881_%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20180911221939.png,点击管理账簿 在当前的账簿点击更多的下拉框 点击删除 ,但是无法进行删除操作
1251,2,1,点击科目 点击所有 不能立马更新新收藏，切换页面后才能看到新收藏的科目。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542031501346/1542031501346_Screenshot_2018-11-12-21-58-51-323_org.gnucash.an.png,点击科目 点击所有 ,不能立马更新新收藏，切换页面后才能看到新收藏的科目。
1259,2,1,点击科目 点击所有 无法取消已收藏文件,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542094268779/1542094268779_%E6%94%B6%E8%97%8F.png,点击科目 点击所有 ,无法取消已收藏文件
1262,2,1,点亮已有科目的星标 选择科目 点击收藏 该科目无法正常显示在“收藏”子目录中,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542098020818/1542098020818_Screenshot_2018-11-13-16-29-50.png,点亮已有科目的星标 选择科目 点击收藏 ,该科目无法正常显示在“收藏”子目录中
1263,2,1,在“收藏”子目录下取消已收藏的科目 点击“所有”  星标依然为点亮状态,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542098962832/1542098962832_Screenshot_2018-11-13-16-49-07.png,在“收藏”子目录下取消已收藏的科目 点击“所有” ,星标依然为点亮状态
1265,2,1,点击科目 点击收藏 切换此界面的收藏并不会显示刚刚所收藏的内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542099546378/1542099546378_11.png,点击科目 点击收藏 切换此界面的收藏,并不会显示刚刚所收藏的内容
1270,2,1,点击科目 点击“所有” 点击项目右边的星星 点击收藏 标星的项目不会及时显示在“收藏”列表中,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542109601448/1542109601448_%E6%94%B6%E8%97%8F.png,点击科目 点击“所有” 点击项目右边的星星 点击收藏 ,标星的项目不会及时显示在“收藏”列表中
1286,2,1,点亮科目下任意科目的星标 点击收藏 会发现没有该科目 ,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542182206776/1542182206776_Screenshot_2018-11-14-15-56-15.png,点亮科目下任意科目的星标 点击收藏 ,会发现没有该科目 
1290,2,1,1.点击已经添加科目右侧的“星号”进行收藏 2.点击“收藏” 3.已经添加收藏的科目不能显示，要重启软件之后收藏科目才能显示,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542184290037/1542184290037_%E6%94%B6%E8%97%8F%E6%97%A0.png,1.点击已经添加科目右侧的“星号”进行收藏 2.点击“收藏” ,3.已经添加收藏的科目不能显示，要重启软件之后收藏科目才能显示
1295,2,1,在“所有”页面下点击星标收藏“收藏者权益”  点击收藏 在收藏页面仍显示为被收藏。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542190731261/1542190731261_Screenshot_2018-11-14-18-16-28.png,在“所有”页面下点击星标收藏“收藏者权益”  点击收藏 ,在收藏页面仍显示为被收藏。
1298,2,1,点击所有 点击五角星收藏 查看收藏 收藏界面无法及时更新，需要点击左上角菜单栏再次进入收藏才能看到。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542195553102/1542195553102_41.png,点击所有 点击五角星收藏 查看收藏 收藏界面无法及时更新，,需要点击左上角菜单栏再次进入收藏才能看到。
1299,2,1,点击所有 点击五角星收藏 查看收藏 收藏界面无法及时更新，需要点击左上角菜单栏再次进入收藏才能看到。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542195705391/1542195705391_41.png,点击所有 点击五角星收藏 查看收藏 收藏界面无法及时更新，,需要点击左上角菜单栏再次进入收藏才能看到。
1306,2,1,点击所有 收藏某一科目 点击收藏 不能立马更新新收藏，切换页面后才能看到新收藏的科目。 并且取消收藏也时，虽然马上在收藏界面中消失，但是在所有中收藏按钮依然显示为收藏，没有及时更新，需要进行界面的切换,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542241621645/1542241621645_%E6%94%B6%E8%97%8F1.png,点击所有 收藏某一科目 点击收藏 ,不能立马更新新收藏，切换页面后才能看到新收藏的科目。 并且取消收藏也时，虽然马上在收藏界面中消失，但是在所有中收藏按钮依然显示为收藏，没有及时更新，需要进行界面的切换
1310,2,1,在收藏界面取消收藏 点击所有 界面中的该科目 收藏按钮依然显示为收藏，需要切换一次界面，才会更新,http://mooctest-site.oss-cn-shanghai.aliyuncs.com/app/1542243868427/1542243868427_%E6%94%B6%E8%97%8F2.png,在收藏界面取消收藏 点击所有 界面中的该科目 收藏按钮,依然显示为收藏，需要切换一次界面，才会更新
